ID_MAPA;kod_GUS;powiat;ID_GUS;jpt_kod_je;jpt_opis;stolica woj..;podregion (uk³ad 66);nr podregionu (do 66);podregion (uk³ad 72);nr podregionu (do 72);województwo;nr wojew;miasta_n_p_pow;odleg³oœæ;gminy_ogó³em  ;gminy_miejskie;gminy_wiejskie;gminy_miejsko-wiejskie;rok;XA02;XA03;XA04;XA05;XA06;XA17;XA19;XA20;XA21;XA28;XA30;XA31;XA40;XA41
231;6224103000;Powiat cz³uchowski;347;2203;829218;0;Podregion 41 - s³upski;41;Podregion 72 - chojnicki;72;Pomorskie;22;County;119,8426839;7;1;4;2;2015;21733;4732;9723;7278;15,4;345,5;19226;63258;15656;9125;3497,25;84,3;6916;674
232;3265306000;Powiat opatowski;200;2606;829206;0;Podregion 53 - sandomiersko-jêdrzejowski;53;Podregion 53 - sandomiersko-jêdrzejowski;53;Œwiêtokrzyskie;26;County;66,65419671;8;0;6;2;2015;17140;10950;1929;4261;19,5;74,5;9098;33501;11222;3273;3255,65;78,4;1130;0
233;3265207000;Powiat ostrowiecki;193;2607;829207;0;Podregion 52 - kielecki;52;Podregion 52 - kielecki;52;Œwiêtokrzyskie;26;County;58,1245241;6;1;3;2;2015;25487;6754;7204;11529;17,6;147,0;17436;69681;25300;10135;3342,45;80,5;37665;0
234;6224163000;Powiat S³upsk;350;2263;829227;0;Podregion 41 - s³upski;41;Podregion 41 - s³upski;41;Pomorskie;22;City;101,7061233;1;1;0;0;2015;10308;1386;2641;6281;19,5;125,4;12053;40745;11513;6501;3408,03;82,1;8265;67
235;6224213000;Powiat starogardzki;354;2213;829228;0;Podregion 42 - starogardzki;42;Podregion 42 - starogardzki;42;Pomorskie;22;County;59,99572195;13;3;9;1;2015;159469;1276;33677;124516;4,0;4405,5;75649;281839;104761;73305;4992,14;120,3;159091;0
236;3265210000;Powiat skar¿yski;194;2610;829210;0;Podregion 52 - kielecki;52;Podregion 52 - kielecki;52;Œwiêtokrzyskie;26;County;25,9484778;5;1;3;1;2015;14460;2027;4406;8027;22,5;108,0;11452;47575;18012;7866;3448,29;83,1;5532;50
237;6224005000;Powiat kartuski;341;2205;829221;0;Podregion 40 - gdañski;40;Podregion 40 - gdañski;40;Pomorskie;22;County;35,96499771;8;0;6;2;2015;31471;9622;10140;11709;5,4;296,6;32918;79354;16653;12958;3275,79;78,9;3258;223
238;6224209000;Powiat malborski;353;2209;829223;0;Podregion 42 - starogardzki;42;Podregion 42 - starogardzki;42;Pomorskie;22;County;43,76771092;6;1;4;1;2015;7274;2025;2003;3246;16,3;127,2;8500;27264;6613;3294;3455,74;83,3;6580;0
239;6224010000;Powiat nowodworski-pomorskie;342;2210;829224;0;Podregion 40 - gdañski;40;Podregion 40 - gdañski;40;Pomorskie;22;County;34,49529707;5;1;3;1;2015;6183;1794;1506;2883;23,4;54,4;6849;23260;6045;3917;3422,12;82,4;6864;640
240;3265308000;Powiat piñczowski;201;2608;829208;0;Podregion 53 - sandomiersko-jêdrzejowski;53;Podregion 53 - sandomiersko-jêdrzejowski;53;Œwiêtokrzyskie;26;County;42,9675231;5;0;3;2;2015;13989;8435;1722;3832;8,7;30,2;6466;24646;8969;2589;3349,30;80,7;1962;302
241;3265309000;Powiat sandomierski;202;2609;829209;0;Podregion 53 - sandomiersko-jêdrzejowski;53;Podregion 53 - sandomiersko-jêdrzejowski;53;Œwiêtokrzyskie;26;County;76,38496533;9;1;6;2;2015;28924;15770;3960;9194;8,9;178,5;13225;49033;17008;6319;3665,14;88,3;6120;0
242;6224101000;Powiat bytowski;345;2201;829216;0;Podregion 41 - s³upski;41;Podregion 41 - s³upski;41;Pomorskie;22;County;92;10;0;8;2;2015;19465;5333;7327;6805;17,6;134,5;16481;49889;12410;6502;3447,30;83,0;6002;1793
243;4326315000;Powiat szczecinecki;259;3215;829306;0;Podregion 63 - koszaliñski;63;Podregion 64 - szczecinecko-pyrzycki;64;Zachodniopomorskie;32;County;138,6046339;6;1;2;3;2015;8208;2803;1825;3580;23,4;48,5;8936;31637;8901;4089;3397,02;81,8;2804;0
244;4326316000;Powiat œwidwiñski;260;3216;829307;0;Podregion 63 - koszaliñski;63;Podregion 64 - szczecinecko-pyrzycki;64;Zachodniopomorskie;32;County;94,9052648;6;1;4;1;2015;12340;3172;4516;4652;21,7;69,6;10720;36733;10609;5850;3068,19;73,9;5275;851
245;5020105000;Powiat jaworski;276;205;829322;0;Podregion 01 - jeleniogórski;1;Podregion 01 - jeleniogórski;1;Dolnoœl¹skie;2;County;53,53503551;6;1;4;1;2015;10189;2916;3061;4212;17,3;59,1;8657;32791;10003;5128;3323,37;80,1;14266;20
246;5020107000;Powiat kamiennogórski;278;207;829323;0;Podregion 01 - jeleniogórski;1;Podregion 01 - jeleniogórski;1;Dolnoœl¹skie;2;County;72,72932716;4;1;2;1;2015;9741;1798;3637;4306;11,6;75,6;7427;28016;8959;4326;3269,22;78,8;100;130
247;4326414000;Powiat stargardzki;267;3214;829305;0;Podregion 64 - stargardzki;64;Podregion 66 - szczeciñski;66;Zachodniopomorskie;32;County;42,47293543;10;1;5;4;2015;111379;1492;22166;87721;6,8;1866,5;63114;250253;92290;67989;4381,58;105,6;78839;0
248;5020564000;Powiat Wroc³aw;304;264;829317;1;Podregion 05 - m. Wroc³aw;3;Podregion 05 - m. Wroc³aw;3;Dolnoœl¹skie;2;City;0;0;0;0;0;2015;263070;1963;49138;211969;3,3;4655,9;98253;393121;144385;113237;4569,88;110,1;159294;0
249;4326309000;Powiat koszaliñski;257;3209;829300;0;Podregion 63 - koszaliñski;63;Podregion 63 - koszaliñski;63;Zachodniopomorskie;32;County;139,7247616;8;0;5;3;2015;10769;3099;3089;4581;20,0;186,4;10704;36241;10243;5873;3120,70;75,2;1512;0
250;2244604000;Powiat czêstochowski;97;2404;829270;0;Podregion 46 - czêstochowski;46;Podregion 46 - czêstochowski;;Œl¹skie;24;County;69,11333544;16;0;14;2;2015;28072;11641;7906;8525;14,7;201,8;23014;85987;26632;10571;3209,23;77,3;386;1044
251;6285404000;Powiat elbl¹ski;362;2804;829271;0;Podregion 54 - elbl¹ski;54;Podregion 54 - elbl¹ski;54;Warmiñsko-Mazurskie;28;County;71,00350878;9;0;6;3;2015;12255;4027;4196;4032;22,9;257,2;11580;37356;9284;3995;3199,49;77,1;6947;786
252;6285505000;Powiat e³cki;367;2805;829272;0;Podregion 55 - e³cki;55;Podregion 55 - e³cki;55;Warmiñsko-Mazurskie;28;County;119,5338136;5;1;4;0;2015;19652;3377;6686;9589;19,1;403,8;17833;57860;14387;6784;3184,73;76,7;8336;770
253;6285506000;Powiat gi¿ycki;368;2806;829273;0;Podregion 55 - e³cki;55;Podregion 55 - e³cki;55;Warmiñsko-Mazurskie;28;County;89,38256041;6;1;4;1;2015;11203;3267;2584;5352;16,0;69,8;10187;36381;10718;5520;3369,69;81,2;10629;425
254;6285407000;Powiat i³awski;363;2807;829274;0;Podregion 54 - elbl¹ski;54;Podregion 54 - elbl¹ski;54;Warmiñsko-Mazurskie;28;County;63,89554801;7;2;2;3;2015;25937;5552;11700;8685;7,3;369,1;18638;58612;15545;7096;3172,70;76,4;21751;130
255;6285608000;Powiat kêtrzyñski;374;2808;829275;0;Podregion 56 - olsztyñski;56;Podregion 56 - olsztyñski;56;Warmiñsko-Mazurskie;28;County;69,49078626;6;1;3;2;2015;11508;3197;3258;5053;27,4;69,6;11101;41150;12199;4531;3165,43;76,3;6267;417
256;6285609000;Powiat lidzbarski;375;2809;829276;0;Podregion 56 - olsztyñski;56;Podregion 56 - olsztyñski;56;Warmiñsko-Mazurskie;28;County;39,5807696;5;1;3;1;2015;8860;2865;2671;3324;22,2;161,8;7598;26880;7788;3513;3248,95;78,3;11475;353
257;6285610000;Powiat mr¹gowski;376;2810;829277;0;Podregion 56 - olsztyñski;56;Podregion 56 - olsztyñski;56;Warmiñsko-Mazurskie;28;County;55,18349344;5;1;3;1;2015;11409;3009;3444;4956;17,5;105,4;9276;32820;8600;4690;3077,81;74,1;9286;314
258;6285611000;Powiat nidzicki;377;2811;829278;0;Podregion 56 - olsztyñski;56;Podregion 56 - olsztyñski;56;Warmiñsko-Mazurskie;28;County;47,43647792;4;0;3;1;2015;7442;1673;2782;2987;14,8;28,7;6452;21503;5703;2374;3079,14;74,2;515;0
259;6285412000;Powiat nowomiejski;364;2812;829279;0;Podregion 54 - elbl¹ski;54;Podregion 54 - elbl¹ski;54;Warmiñsko-Mazurskie;28;County;73,01248183;5;1;4;0;2015;11175;4822;3158;3195;14,6;131,0;9422;27550;7349;3094;2878,10;69,3;4026;80
260;6285513000;Powiat olecki;369;2813;829280;0;Podregion 55 - e³cki;55;Podregion 55 - e³cki;55;Warmiñsko-Mazurskie;28;County;124,5079534;4;0;3;1;2015;9128;2715;2966;3447;18,5;98,0;6789;21967;5989;3026;3357,05;80,9;4065;560
261;6285614000;Powiat olsztyñski;378;2814;829281;0;Podregion 56 - olsztyñski;56;Podregion 56 - olsztyñski;56;Warmiñsko-Mazurskie;28;County;5,520028446;12;0;7;5;2015;23361;5628;8478;9255;17,5;175,0;23748;80546;19185;10722;3559,63;85,8;11709;1174
262;6285516000;Powiat piski;370;2816;829282;0;Podregion 55 - e³cki;55;Podregion 55 - e³cki;55;Warmiñsko-Mazurskie;28;County;84,85413072;4;0;0;4;2015;9721;2816;2242;4663;26,8;36,5;11007;36791;9772;4222;3445,13;83,0;3346;0
263;6285415000;Powiat ostródzki;365;2815;829283;0;Podregion 54 - elbl¹ski;54;Podregion 54 - elbl¹ski;54;Warmiñsko-Mazurskie;28;County;34,85916546;9;1;5;3;2015;23487;4579;8861;10047;16,4;351,0;20230;67197;18596;8313;3175,96;76,5;12422;40
264;6285617000;Powiat szczycieñski;379;2817;829284;0;Podregion 56 - olsztyñski;56;Podregion 56 - olsztyñski;56;Warmiñsko-Mazurskie;28;County;42,34345144;8;1;6;1;2015;15678;4785;5002;5891;17,3;294,5;13429;45436;11705;5179;3482,48;83,9;5250;46
265;5020161000;Powiat Jelenia Góra;283;261;829316;0;Podregion 01 - jeleniogórski;1;Podregion 01 - jeleniogórski;1;Dolnoœl¹skie;2;City;89,31649555;1;1;0;0;2015;22923;355;7365;15203;5,7;386,2;11613;48983;20414;12649;3835,12;92,4;28427;0
266;4326317000;Powiat wa³ecki;261;3217;829308;0;Podregion 63 - koszaliñski;63;Podregion 64 - szczecinecko-pyrzycki;64;Zachodniopomorskie;32;County;117,5563672;5;1;1;3;2015;13373;2403;4854;6116;12,1;114,9;12113;42720;12307;6883;3382,88;81,5;12966;1335
267;4326418000;Powiat ³obeski;268;3218;829309;0;Podregion 64 - stargardzki;64;Podregion 64 - szczecinecko-pyrzycki;64;Zachodniopomorskie;32;County;63,1811304;5;0;1;4;2015;21304;4345;8764;8195;9,0;425,8;15679;52502;14174;8865;3681,15;88,7;3814;4189
268;4326663000;Powiat Œwinoujœcie;274;3263;829310;0;Podregion 66 - szczeciñski;66;Podregion 66 - szczeciñski;66;Zachodniopomorskie;32;City;54,81926222;1;1;0;0;2015;8355;173;1717;6465;7,0;753,8;5856;25772;9524;6415;4344,85;104,7;27817;0
269;5020302000;Powiat dzier¿oniowski;290;202;829318;0;Podregion 03 - wa³brzyski;3;Podregion 03 - wa³brzyski;3;Dolnoœl¹skie;2;County;35,08754336;7;4;2;1;2015;17965;2351;7571;8043;11,9;182,3;16087;64422;22840;10596;3406,18;82,1;32988;200
270;5020203000;Powiat g³ogowski;284;203;829319;0;Podregion 02 - legnicko-g³ogowski;2;Podregion 02 - legnicko-g³ogowski;2;Dolnoœl¹skie;2;County;97,73872461;6;1;5;0;2015;20016;2090;6979;10947;12,5;1653,1;16580;56450;17175;8262;3615,99;87,1;68604;479
271;4326412000;Powiat pyrzycki;266;3212;829303;0;Podregion 64 - stargardzki;64;Podregion 64 - szczecinecko-pyrzycki;64;Zachodniopomorskie;32;County;41,02679838;6;0;4;2;2015;6387;1523;2374;2490;23,9;389,9;6914;23755;7022;3347;3419,11;82,4;2613;402
272;6224214000;Powiat tczewski;355;2214;829229;0;Podregion 42 - starogardzki;42;Podregion 42 - starogardzki;42;Pomorskie;22;County;52,34709684;6;1;3;2;2015;71337;683;15466;55188;4,9;1171,8;39720;149112;58646;38623;4566,82;110,0;98870;0
273;4326313000;Powiat s³awieñski;258;3213;829304;0;Podregion 63 - koszaliñski;63;Podregion 63 - koszaliñski;63;Zachodniopomorskie;32;County;170,0864;6;2;4;0;2015;33088;240;10494;22354;8,4;440,5;16995;65752;25223;18303;3644,39;87,8;36005;0
274;5020125000;Powiat zgorzelecki;281;225;829313;0;Podregion 01 - jeleniogórski;1;Podregion 01 - jeleniogórski;1;Dolnoœl¹skie;2;County;133,8482797;7;2;2;3;2015;21294;1957;8259;11078;9,0;1223,2;14940;58352;18532;8920;3630,73;87,5;7583;75
275;2244874000;Powiat Siemianowice Œl¹skie;108;2474;829262;0;Podregion 48 - katowicki;48;Podregion 48 - katowicki;;Œl¹skie;24;City;10,52846689;1;1;0;0;2015;13292;238;6157;6897;11,8;165,9;10889;42503;14839;6433;3700,78;89,2;43555;0
276;2244876000;Powiat Œwiêtoch³owice;109;2476;829263;0;Podregion 48 - katowicki;48;Podregion 48 - katowicki;;Œl¹skie;24;City;13,24970124;1;1;0;0;2015;7632;44;2694;4894;12,1;60,0;8533;31726;10711;3870;3260,66;78,6;10486;0
277;2245177000;Powiat Tychy;124;2477;829264;0;Podregion 51 - tyski;51;Podregion 51 - tyski;51;Œl¹skie;24;City;11,17743905;1;1;0;0;2015;48084;249;24860;22975;3,8;1543,9;21626;81009;25809;13913;4011,32;96,6;42543;0
278;2244778000;Powiat Zabrze;103;2478;829265;0;Podregion 47 - gliwicki;47;Podregion 47 - gliwicki;;Œl¹skie;24;City;20,43117585;1;1;0;0;2015;38775;206;13264;25305;10,5;704,9;27533;112267;36527;16498;3955,12;95,3;38712;0
279;2244979000;Powiat ¯ory;115;2479;829266;0;Podregion 49 - rybnicki;49;Podregion 49 - rybnicki;49;Œl¹skie;24;City;28,69073324;1;1;0;0;2015;12467;733;4839;6895;8,4;136,2;11878;39120;10947;5487;3613,55;87,1;23334;0
280;2244402000;Powiat bielski-œl¹skie;89;2402;829267;0;Podregion 44 - bielski;44;Podregion 44 - bielski;;Œl¹skie;24;County;39,26493334;10;1;7;2;2015;38918;7775;17062;14081;7,2;395,9;31008;101750;29370;16964;3613,20;87,0;9070;11045
281;2245001000;Powiat bêdziñski;116;2401;829268;0;Podregion 50 - sosnowiecki;50;Podregion 50 - sosnowiecki;50;Œl¹skie;24;County;22,35963316;8;4;3;1;2015;31021;3550;10133;17338;13,1;517,8;23748;92296;34059;15940;3451,24;83,1;33293;356
282;2244403000;Powiat cieszyñski;90;2403;829269;0;Podregion 44 - bielski;44;Podregion 44 - bielski;;Œl¹skie;24;County;52,21598986;12;3;7;2;2015;47382;10035;15141;22206;7,4;469,4;33498;109447;34617;19534;3455,64;83,3;22640;1786
283;2244872000;Powiat Ruda Œl¹ska;107;2472;829261;0;Podregion 48 - katowicki;48;Podregion 48 - katowicki;;Œl¹skie;24;City;16,75048069;1;1;0;0;2015;34020;221;17605;16194;6,8;375,0;24487;87944;27413;9745;3577,97;86,2;48374;0
284;6285518000;Powiat go³dapski;371;2818;829285;0;Podregion 55 - e³cki;55;Podregion 55 - e³cki;55;Warmiñsko-Mazurskie;28;County;133,2586256;3;0;2;1;2015;6277;2183;1918;2176;19,1;58,8;5363;17380;4537;2171;3045,01;73,4;2143;300
285;6285519000;Powiat wêgorzewski;372;2819;829286;0;Podregion 55 - e³cki;55;Podregion 55 - e³cki;55;Warmiñsko-Mazurskie;28;County;97,64594588;3;0;2;1;2015;4359;1780;389;2190;24,6;22,0;4002;14855;4594;1719;3088,51;74,4;1066;0
286;6285461000;Powiat Elbl¹g;366;2861;829287;0;Podregion 54 - elbl¹ski;54;Podregion 54 - elbl¹ski;54;Warmiñsko-Mazurskie;28;City;110;0;0;0;0;2015;27497;467;9471;17559;12,9;174,5;20038;76605;24999;12552;3687,80;88,8;51573;0
287;6285662000;Powiat Olsztyn;380;2862;829288;1;Podregion 56 - olsztyñski;56;Podregion 56 - olsztyñski;56;Warmiñsko-Mazurskie;28;City;0;1;1;0;0;2015;64677;474;13974;50229;5,8;767,3;29013;109143;35288;23099;4104,05;98,9;107454;0
288;6285601000;Powiat bartoszycki;373;2801;829289;0;Podregion 56 - olsztyñski;56;Podregion 56 - olsztyñski;56;Warmiñsko-Mazurskie;28;County;59,09743532;6;2;2;2;2015;12872;4952;2444;5476;24,4;42,0;10566;37930;10882;4073;3314,71;79,9;10273;1220
289;6285402000;Powiat braniewski;360;2802;829290;0;Podregion 54 - elbl¹ski;54;Podregion 54 - elbl¹ski;54;Warmiñsko-Mazurskie;28;County;68,04106526;7;1;4;2;2015;8171;2835;1141;4195;27,2;65,9;7517;27549;7142;3052;3241,42;78,1;9045;0
290;6285403000;Powiat dzia³dowski;361;2803;829291;0;Podregion 54 - elbl¹ski;54;Podregion 54 - elbl¹ski;54;Warmiñsko-Mazurskie;28;County;65,02953538;6;1;4;1;2015;15472;3936;5462;6074;20,8;315,3;13148;41892;11073;4151;3180,05;76,6;8399;220
291;4326301000;Powiat bia³ogardzki;254;3201;829292;0;Podregion 63 - koszaliñski;63;Podregion 63 - koszaliñski;63;Zachodniopomorskie;32;County;114,6382824;4;1;2;1;2015;9158;1391;3400;4367;25,5;103,5;8906;30845;8697;4842;3394,74;81,8;17021;0
292;4326402000;Powiat choszczeñski;263;3202;829293;0;Podregion 64 - stargardzki;64;Podregion 64 - szczecinecko-pyrzycki;64;Zachodniopomorskie;32;County;74,85343749;6;0;2;4;2015;15248;2658;4677;7913;22,2;236,2;13993;49510;15075;7967;3574,91;86,1;12083;1207
293;4326604000;Powiat goleniowski;270;3204;829294;0;Podregion 66 - szczeciñski;66;Podregion 66 - szczeciñski;66;Zachodniopomorskie;32;County;28,84999999;6;0;3;3;2015;13609;3078;3485;7046;15,8;244,4;15313;53646;14502;8553;3534,88;85,2;5057;448
294;4326303000;Powiat drawski;255;3203;829295;0;Podregion 63 - koszaliñski;63;Podregion 64 - szczecinecko-pyrzycki;64;Zachodniopomorskie;32;County;95,8348484;6;0;2;4;2015;17309;1887;3866;11556;8,9;225,4;13543;49910;16063;12667;3391,16;81,7;6423;1349
295;4326405000;Powiat gryficki;264;3205;829296;0;Podregion 64 - stargardzki;64;Podregion 66 - szczeciñski;66;Zachodniopomorskie;32;County;70,53204996;6;0;3;3;2015;8957;2420;2669;3868;21,7;46,7;8465;30593;8936;4456;3162,58;76,2;4233;1470
296;4326607000;Powiat kamieñski;272;3207;829297;0;Podregion 66 - szczeciñski;66;Podregion 66 - szczeciñski;66;Zachodniopomorskie;32;County;53,97670371;6;0;1;5;2015;16207;1524;8341;6342;9,1;343,0;15452;49997;10798;10698;4309,12;103,8;13725;2047
297;4326606000;Powiat gryfiñski;271;3206;829298;0;Podregion 66 - szczeciñski;66;Podregion 66 - szczeciñski;66;Zachodniopomorskie;32;County;47,25937879;9;0;3;6;2015;8007;1581;1532;4894;19,6;106,9;7746;30570;9178;7070;3201,23;77,1;2523;4
298;4326308000;Powiat ko³obrzeski;256;3208;829299;0;Podregion 63 - koszaliñski;63;Podregion 63 - koszaliñski;63;Zachodniopomorskie;32;County;96,65186363;7;1;6;0;2015;10963;3506;2737;4720;21,1;121,1;12189;43148;10507;7275;3430,31;82,6;1382;712
299;4326361000;Powiat Koszalin;262;3261;829311;0;Podregion 63 - koszaliñski;63;Podregion 63 - koszaliñski;63;Zachodniopomorskie;32;City;135,5630819;1;1;0;0;2015;7426;2211;2029;3186;20,4;23,5;7269;25534;7408;3715;3189,06;76,8;2422;0
300;4326562000;Powiat Szczecin;269;3262;829312;1;Podregion 65 - m. Szczecin;65;Podregion 65 - m. Szczecin;65;Zachodniopomorskie;32;City;0;1;1;0;0;2015;10381;2472;2062;5847;21,3;87,4;11246;39358;10767;7708;3184,98;76,7;12830;2522
301;5020204000;Powiat górowski;285;204;829320;0;Podregion 02 - legnicko-g³ogowski;2;Podregion 02 - legnicko-g³ogowski;2;Dolnoœl¹skie;2;County;75,27222711;4;0;2;2;2015;7075;3658;1118;2299;22,2;31,0;6861;22578;6501;2831;3242,71;78,1;2145;0
302;6224015000;Powiat wejherowski;344;2215;829230;0;Podregion 40 - gdañski;40;Podregion 40 - gdañski;40;Pomorskie;22;County;44,81689461;10;3;7;0;2015;35036;4588;10649;19799;11,9;359,7;47051;131459;30897;22446;3441,57;82,9;40745;2000
303;6224216000;Powiat sztumski;356;2216;829231;0;Podregion 42 - starogardzki;42;Podregion 42 - starogardzki;42;Pomorskie;22;County;67,16611212;5;0;3;2;2015;12078;79;1796;10203;3,4;88,0;4510;21904;10817;8806;4836,93;116,5;48594;0
304;6224361000;Powiat Gdañsk;357;2261;829232;1;Podregion 43 - trójmiejski;43;Podregion 43 - trójmiejski;43;Pomorskie;22;City;0;1;1;0;0;2015;25136;5626;8646;10864;14,4;285,4;20430;60163;16034;8599;3133,05;75,5;6618;9223
305;6224362000;Powiat Gdynia;358;2262;829233;0;Podregion 43 - trójmiejski;43;Podregion 43 - trójmiejski;43;Pomorskie;22;City;20,48038143;1;1;0;0;2015;12656;3299;3591;5766;18,8;209,5;10958;36374;9555;5128;3384,44;81,5;2959;592
306;6224207000;Powiat kwidzyñski;352;2207;829234;0;Podregion 42 - starogardzki;42;Podregion 42 - starogardzki;42;Pomorskie;22;County;78,86903554;6;1;4;1;2015;29747;2669;14367;12711;9,1;422,8;23280;72505;19825;10423;3821,28;92,1;14360;2742
307;2245075000;Powiat Sosnowiec;120;2475;829235;0;Podregion 50 - sosnowiecki;50;Podregion 50 - sosnowiecki;50;Œl¹skie;24;City;14,99811461;1;1;0;0;2015;46503;397;14497;31609;11,4;765,4;29383;128479;49519;23249;3706,45;89,3;164593;0
308;2244606000;Powiat k³obucki;98;2406;829236;0;Podregion 46 - czêstochowski;46;Podregion 46 - czêstochowski;;Œl¹skie;24;County;78,26359228;9;0;7;2;2015;22072;9125;6922;6025;11,5;97,1;14827;53762;16667;7158;2978,56;71,8;2600;530
309;2244705000;Powiat gliwicki;101;2405;829237;0;Podregion 47 - gliwicki;47;Podregion 47 - gliwicki;;Œl¹skie;24;County;38,87407736;8;2;4;2;2015;25330;4831;10128;10371;8,5;418,0;20233;73109;21837;9348;3420,49;82,4;38492;1777
310;2244507000;Powiat lubliniecki;93;2407;829238;0;Podregion 45 - bytomski;45;Podregion 45 - bytomski;;Œl¹skie;24;County;52,15273955;8;1;6;1;2015;18034;3844;5987;8203;9,8;181,3;13695;49126;14130;6293;3411,51;82,2;10095;71
311;2245108000;Powiat miko³owski;121;2408;829239;0;Podregion 51 - tyski;51;Podregion 51 - tyski;51;Œl¹skie;24;County;15,08901196;5;3;2;0;2015;28280;1364;14413;12503;5,9;678,5;18076;60869;17512;9370;3657,03;88,1;18249;106
312;2244609000;Powiat myszkowski;99;2409;829240;0;Podregion 46 - czêstochowski;46;Podregion 46 - czêstochowski;;Œl¹skie;24;County;47,43432969;5;1;2;2;2015;14249;3984;4788;5477;13,8;149,2;12002;44642;15140;7280;3331,77;80,3;7130;111
313;2245110000;Powiat pszczyñski;122;2410;829241;0;Podregion 51 - tyski;51;Podregion 51 - tyski;51;Œl¹skie;24;County;25,67086661;6;0;5;1;2015;34869;5030;17189;12650;4,9;424,6;22456;70954;16442;11205;3372,27;81,2;2451;4888
314;2244911000;Powiat raciborski;110;2411;829242;0;Podregion 49 - rybnicki;49;Podregion 49 - rybnicki;49;Œl¹skie;24;County;56,29647312;8;1;5;2;2015;27422;4383;9722;13317;6,7;264,0;17368;70845;20948;8550;3735,23;90,0;12409;288
315;2244912000;Powiat rybnicki;111;2412;829243;0;Podregion 49 - rybnicki;49;Podregion 49 - rybnicki;49;Œl¹skie;24;County;25,598755;5;0;4;1;2015;11217;2651;3897;4669;10,1;159,5;14794;49303;13334;5376;3624,92;87,3;20012;230
316;2244513000;Powiat tarnogórski;94;2413;829244;0;Podregion 45 - bytomski;45;Podregion 45 - bytomski;;Œl¹skie;24;County;32,01126689;9;4;5;0;2015;33400;2186;11042;20172;9,3;324,0;23217;87012;28608;15251;3569,46;86,0;32094;2593
317;2245114000;Powiat bieruñsko-lêdziñski;123;2414;829245;0;Podregion 51 - tyski;51;Podregion 51 - tyski;51;Œl¹skie;24;County;18,65820527;5;3;2;0;2015;19171;946;12762;5463;4,0;219,6;11319;38155;9499;4591;3657,77;88,1;15583;77
318;2244915000;Powiat wodzis³awski;112;2415;829246;0;Podregion 49 - rybnicki;49;Podregion 49 - rybnicki;49;Œl¹skie;24;County;47,97188411;9;4;5;0;2015;32974;3141;14463;15370;9,7;400,7;28272;98661;30898;11226;3211,61;77,4;21625;114
319;2245016000;Powiat zawierciañski;117;2416;829247;0;Podregion 50 - sosnowiecki;50;Podregion 50 - sosnowiecki;50;Œl¹skie;24;County;54,71473539;10;2;4;4;2015;27010;8045;8287;10678;13,6;247,2;19125;74023;27122;10992;3681,04;88,7;19087;0
320;2244417000;Powiat ¿ywiecki;91;2417;829248;0;Podregion 44 - bielski;44;Podregion 44 - bielski;;Œl¹skie;24;County;67,94007542;15;1;14;0;2015;35493;8248;13748;13497;10,4;339,5;28763;95850;28434;13813;4059,16;97,8;5125;510
321;2244967000;Powiat Jastrzêbie-Zdrój;113;2467;829249;0;Podregion 49 - rybnicki;49;Podregion 49 - rybnicki;49;Œl¹skie;24;City;37,84285832;1;1;0;0;2015;29909;1738;17332;10839;8,3;459,0;15709;55155;19419;5934;6182,71;148,9;50611;0
322;2244863000;Powiat Chorzów;104;2463;829250;0;Podregion 48 - katowicki;48;Podregion 48 - katowicki;;Œl¹skie;24;City;11,52433842;1;1;0;0;2015;27878;167;8401;19310;8,9;490,0;18543;66975;24239;11347;3754,13;90,4;85080;0
323;2244461000;Powiat Bielsko-Bia³a;92;2461;829251;0;Podregion 44 - bielski;44;Podregion 44 - bielski;;Œl¹skie;24;City;44,11116029;1;1;0;0;2015;75957;726;32258;42973;4,3;1229,4;29178;104028;39385;25902;4071,65;98,1;69414;0
324;2244562000;Powiat Bytom;95;2462;829252;0;Podregion 45 - bytomski;45;Podregion 45 - bytomski;;Œl¹skie;24;City;14;1;1;0;0;2015;29051;331;8894;19826;18,5;216,9;27027;106548;37186;16578;4050,32;97,6;96413;0
325;2245065000;Powiat D¹browa Górnicza;118;2465;829253;0;Podregion 50 - sosnowiecki;50;Podregion 50 - sosnowiecki;50;Œl¹skie;24;City;24,1536628;1;1;0;0;2015;40235;496;21389;18350;9,1;790,3;18846;77226;26640;12430;4613,23;111,1;26574;0
326;2244664000;Powiat Czêstochowa;100;2464;829254;0;Podregion 46 - czêstochowski;46;Podregion 46 - czêstochowski;;Œl¹skie;24;City;64,86700109;1;1;0;0;2015;73802;1872;27348;44582;8,5;667,7;34511;139722;53946;26744;3644,53;87,8;75770;0
327;2244766000;Powiat Gliwice;102;2466;829255;0;Podregion 47 - gliwicki;47;Podregion 47 - gliwicki;;Œl¹skie;24;City;28,63374639;1;1;0;0;2015;80909;655;32105;48149;5,5;2343,8;28894;114133;40365;24065;4726,43;113,9;92558;0
328;2244571000;Powiat Piekary Œl¹skie;96;2471;829256;0;Podregion 45 - bytomski;45;Podregion 45 - bytomski;;Œl¹skie;24;City;17,46925154;1;1;0;0;2015;11343;164;4185;6994;12,2;87,6;9178;35388;11808;4327;3958,91;95,4;42818;0
329;2244869000;Powiat Katowice;105;2469;829257;1;Podregion 48 - katowicki;48;Podregion 48 - katowicki;;Œl¹skie;24;City;0;1;1;0;0;2015;163729;598;34752;128379;3,8;1922,5;43062;185081;71767;46547;5262,02;126,8;94649;0
